0.0599893 9.95762e-06 10540
0.0599781 9.90784e-06 10544.5
0.0599678 9.69027e-06 10564.2
0.0599512 9.5032e-06 10581.5
0.0599512 9.5032e-06 10581.5
0.0599512 9.5032e-06 10581.5
0.059953 9.31092e-06 10599.4
0.0599236 9.05398e-06 10623.8
0.0599236 9.05398e-06 10623.8
0.0599236 9.05398e-06 10623.8
0.0599144 8.99334e-06 10629.7
0.0599094 8.91347e-06 10637.4
0.0599025 8.86598e-06 10641.9
0.0599163 8.85583e-06 10643
0.0599163 8.85583e-06 10643
0.0599207 8.77236e-06 10651.2
0.0599165 8.67036e-06 10661.2
0.0599254 8.59832e-06 10668.4
0.0599303 8.56551e-06 10671.7
0.0599449 8.50941e-06 10677.3
0.0599445 8.4914e-06 10679.1
0.0599445 8.4914e-06 10679.1
0.0599447 8.32834e-06 10695.5
0.0599344 8.12727e-06 10716.1
0.0599344 8.12727e-06 10716.1
0.0599268 8.14166e-06 10714.6
0.0599225 7.92914e-06 10736.6
0.059939 7.93327e-06 10736.2
0.059939 7.93327e-06 10736.2
0.059939 7.93327e-06 10736.2
0.059939 7.93327e-06 10736.2
0.0599142 7.806e-06 10749.5
0.059919 7.6964e-06 10761.2
0.059919 7.6964e-06 10761.2
0.059916 7.57123e-06 10774.5
0.0599094 7.58167e-06 10773.4
0.0599231 7.52678e-06 10779.4
0.05992 7.50999e-06 10781.2
0.05992 7.50999e-06 10781.2
0.05992 7.50999e-06 10781.2
0.059909 7.44153e-06 10788.5
0.0599063 7.41284e-06 10791.6
0.0599089 7.35106e-06 10798.3
0.0599033 7.30633e-06 10803.2
0.0599109 7.18773e-06 10816.2
0.0599109 7.18773e-06 10816.2
0.0599109 7.18773e-06 10816.2
0.0598944 7.13163e-06 10822.3
0.0598893 7.06813e-06 10829.3
0.0598907 7.00062e-06 10836.8
0.0598907 7.00062e-06 10836.8
0.0598802 6.9513e-06 10842.2
0.0598934 6.94963e-06 10842.5
0.0599094 6.88888e-06 10849.5
0.059909 6.74899e-06 10865.3
0.059909 6.74899e-06 10865.3
0.0599208 6.74286e-06 10866.1
0.0599221 6.73365e-06 10867.1
0.0599197 6.69694e-06 10871.3
0.0599184 6.60619e-06 10881.6
0.059921 6.57214e-06 10885.5
0.0599261 6.53692e-06 10889.5
0.0599265 6.43135e-06 10901.7
0.0599363 6.37593e-06 10908.1
0.0599085 6.23985e-06 10923.7
0.0599085 6.23985e-06 10923.7
0.0599164 6.14582e-06 10934.7
0.0599098 6.00697e-06 10950.9
0.0599141 5.93142e-06 10959.8
0.0599141 5.93142e-06 10959.8
0.0599141 5.93142e-06 10959.8
0.0599141 5.93142e-06 10959.8
0.0599141 5.93142e-06 10959.8
0.0599141 5.93142e-06 10959.8
0.0599141 5.93142e-06 10959.8
0.0599222 5.76003e-06 10979.9
0.0599125 5.71295e-06 10985.4
0.0599175 5.68954e-06 10988.2
0.0599175 5.68954e-06 10988.2
0.0599175 5.68954e-06 10988.2
